fsa,province,city,urban_rural,region_band,shipping_zone_code,active,notes
V6J,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=76
V6K,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
V6L,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=8
V6M,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
V6N,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=6
V6P,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=95
V6R,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
V6T,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=51
V6V,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
V6W,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
V6X,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
V6Y,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=126
V6Z,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=71
V7A,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=46
V7B,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
V7C,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=68
V7E,BC,Richmond,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
V7G,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=18
V7H,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
V7J,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
V7K,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
V7L,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
V7M,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=60
V7N,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
V7P,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
V7R,BC,North Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=3
V7S,BC,West Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=9
V7T,BC,West Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
V7V,BC,West Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=26
V7W,BC,West Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
V7X,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=10
V7Y,BC,Vancouver,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
V8A,BC,Powell River,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=47
V8C,BC,Kitimat,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=40
V8G,BC,Terrace,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=49
V8J,BC,Prince Rupert,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=40
V8K,BC,Salt Spring Island,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=39
V8L,BC,Sidney,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=45
V8M,BC,Saanichton,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=34
V8N,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=40
V8P,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=31
V8R,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
V8S,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=24
V8T,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=54
V8V,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=105
V8W,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=88
V8X,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=90
V8Y,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=12
V8Z,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=52
V9A,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=96
V9B,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=62
V9C,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=17
V9E,BC,Victoria,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=4
V9H,BC,Campbell River,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=12
V9J,BC,Black Creek,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=20
V9K,BC,Qualicum Beach,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
V9L,BC,Duncan,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=69
V9M,BC,Comox,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=38
V9N,BC,Courtenay,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=75
V9P,BC,Parksville,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=37
V9R,BC,Nanaimo,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=86
V9S,BC,Nanaimo,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=48
V9T,BC,Nanaimo,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=64
V9V,BC,Nanaimo,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=21
V9W,BC,Campbell River,urban,central,BC_CENTRAL_URBAN,true,source=postal-codes-canada.csv;records=74
V9X,BC,Nanaimo,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=7
V9Y,BC,Port Alberni,urban,south,BC_SOUTH_URBAN,true,source=postal-codes-canada.csv;records=53
X0A,NU,Iqaluit,remote,remote,NU_REMOTE,true,source=postal-codes-canada.csv;records=21
X0C,NU,Repulse Bay,remote,remote,NU_REMOTE,true,source=postal-codes-canada.csv;records=10
X0E,NT,Hay River,remote,remote,NT_REMOTE,true,source=postal-codes-canada.csv;records=83
X0G,NT,Fort Liard,remote,remote,NT_REMOTE,true,source=postal-codes-canada.csv;records=2
X1A,NT,Yellowknife,far_north,far_north,NT_STANDARD,true,source=postal-codes-canada.csv;records=121
Y0A,YT,Teslin,remote,remote,YT_REMOTE,true,source=postal-codes-canada.csv;records=5
Y0B,YT,Carcross,remote,remote,YT_REMOTE,true,source=postal-codes-canada.csv;records=26
Y1A,YT,Whitehorse,far_north,far_north,YT_STANDARD,true,source=postal-codes-canada.csv;records=141
